type,show_title,week,type2,year,url,url2,url3,url4
m,thank_you_im_sorry,2024-01-14,tv,2024,https://www.rottentomatoes.com/m/thank_you_im_sorry_2024,https://www.rottentomatoes.com/m/thank_you_im_sorry,https://www.rottentomatoes.com/tv/thank_you_im_sorry_2024,https://www.rottentomatoes.com/tv/thank_you_im_sorry
m,thanksgiving,2024-02-25,tv,2024,https://www.rottentomatoes.com/m/thanksgiving_2024,https://www.rottentomatoes.com/m/thanksgiving,https://www.rottentomatoes.com/tv/thanksgiving_2024,https://www.rottentomatoes.com/tv/thanksgiving
m,thar,2022-05-15,tv,2022,https://www.rottentomatoes.com/m/thar_2022,https://www.rottentomatoes.com/m/thar,https://www.rottentomatoes.com/tv/thar_2022,https://www.rottentomatoes.com/tv/thar
tv,that_90s_show,2023-02-05,m,2023,https://www.rottentomatoes.com/tv/that_90s_show_2023,https://www.rottentomatoes.com/tv/that_90s_show,https://www.rottentomatoes.com/m/that_90s_show_2023,https://www.rottentomatoes.com/m/that_90s_show
m,thats_amor,2022-09-04,tv,2022,https://www.rottentomatoes.com/m/thats_amor_2022,https://www.rottentomatoes.com/m/thats_amor,https://www.rottentomatoes.com/tv/thats_amor_2022,https://www.rottentomatoes.com/tv/thats_amor
m,the_almost_legends,2023-07-30,tv,2023,https://www.rottentomatoes.com/m/the_almost_legends_2023,https://www.rottentomatoes.com/m/the_almost_legends,https://www.rottentomatoes.com/tv/the_almost_legends_2023,https://www.rottentomatoes.com/tv/the_almost_legends
tv,the_7_lives_of_lea,2022-05-08,m,2022,https://www.rottentomatoes.com/tv/the_7_lives_of_lea_2022,https://www.rottentomatoes.com/tv/the_7_lives_of_lea,https://www.rottentomatoes.com/m/the_7_lives_of_lea_2022,https://www.rottentomatoes.com/m/the_7_lives_of_lea
m,the_8th_night,2021-07-18,tv,2021,https://www.rottentomatoes.com/m/the_8th_night_2021,https://www.rottentomatoes.com/m/the_8th_night,https://www.rottentomatoes.com/tv/the_8th_night_2021,https://www.rottentomatoes.com/tv/the_8th_night
m,the_abandoned,2024-01-07,tv,2024,https://www.rottentomatoes.com/m/the_abandoned_2024,https://www.rottentomatoes.com/m/the_abandoned,https://www.rottentomatoes.com/tv/the_abandoned_2024,https://www.rottentomatoes.com/tv/the_abandoned
m,the_abyss,2024-03-24,tv,2024,https://www.rottentomatoes.com/m/the_abyss_2024,https://www.rottentomatoes.com/m/the_abyss,https://www.rottentomatoes.com/tv/the_abyss_2024,https://www.rottentomatoes.com/tv/the_abyss
m,the_adam_project,2022-05-01,tv,2022,https://www.rottentomatoes.com/m/the_adam_project_2022,https://www.rottentomatoes.com/m/the_adam_project,https://www.rottentomatoes.com/tv/the_adam_project_2022,https://www.rottentomatoes.com/tv/the_adam_project
m,the_age_of_adaline,2022-08-07,tv,2022,https://www.rottentomatoes.com/m/the_age_of_adaline_2022,https://www.rottentomatoes.com/m/the_age_of_adaline,https://www.rottentomatoes.com/tv/the_age_of_adaline_2022,https://www.rottentomatoes.com/tv/the_age_of_adaline
m,the_amazing_spiderman,2022-06-12,tv,2022,https://www.rottentomatoes.com/m/the_amazing_spiderman_2022,https://www.rottentomatoes.com/m/the_amazing_spiderman,https://www.rottentomatoes.com/tv/the_amazing_spiderman_2022,https://www.rottentomatoes.com/tv/the_amazing_spiderman
m,the_angry_birds_movie,2023-06-18,tv,2023,https://www.rottentomatoes.com/m/the_angry_birds_movie_2023,https://www.rottentomatoes.com/m/the_angry_birds_movie,https://www.rottentomatoes.com/tv/the_angry_birds_movie_2023,https://www.rottentomatoes.com/tv/the_angry_birds_movie
m,the_angry_birds_movie_2,2022-08-21,tv,2022,https://www.rottentomatoes.com/m/the_angry_birds_movie_2_2022,https://www.rottentomatoes.com/m/the_angry_birds_movie_2,https://www.rottentomatoes.com/tv/the_angry_birds_movie_2_2022,https://www.rottentomatoes.com/tv/the_angry_birds_movie_2
m,the_archies,2023-12-17,tv,2023,https://www.rottentomatoes.com/m/the_archies_2023,https://www.rottentomatoes.com/m/the_archies,https://www.rottentomatoes.com/tv/the_archies_2023,https://www.rottentomatoes.com/tv/the_archies
m,the_assistant,2022-08-28,tv,2022,https://www.rottentomatoes.com/m/the_assistant_2022,https://www.rottentomatoes.com/m/the_assistant,https://www.rottentomatoes.com/tv/the_assistant_2022,https://www.rottentomatoes.com/tv/the_assistant
tv,the_babysitters_club,2021-10-17,m,2021,https://www.rottentomatoes.com/tv/the_babysitters_club_2021,https://www.rottentomatoes.com/tv/the_babysitters_club,https://www.rottentomatoes.com/m/the_babysitters_club_2021,https://www.rottentomatoes.com/m/the_babysitters_club
m,the_backup_plan,2024-03-17,tv,2024,https://www.rottentomatoes.com/m/the_backup_plan_2024,https://www.rottentomatoes.com/m/the_backup_plan,https://www.rottentomatoes.com/tv/the_backup_plan_2024,https://www.rottentomatoes.com/tv/the_backup_plan
m,the_bad_guys,2022-11-13,tv,2022,https://www.rottentomatoes.com/m/the_bad_guys_2022,https://www.rottentomatoes.com/m/the_bad_guys,https://www.rottentomatoes.com/tv/the_bad_guys_2022,https://www.rottentomatoes.com/tv/the_bad_guys
m,the_beast,2024-02-04,tv,2024,https://www.rottentomatoes.com/m/the_beast_2024,https://www.rottentomatoes.com/m/the_beast,https://www.rottentomatoes.com/tv/the_beast_2024,https://www.rottentomatoes.com/tv/the_beast
tv,the_bequeathed,2024-02-04,m,2024,https://www.rottentomatoes.com/tv/the_bequeathed_2024,https://www.rottentomatoes.com/tv/the_bequeathed,https://www.rottentomatoes.com/m/the_bequeathed_2024,https://www.rottentomatoes.com/m/the_bequeathed
m,the_big_4,2023-01-01,tv,2023,https://www.rottentomatoes.com/m/the_big_4_2023,https://www.rottentomatoes.com/m/the_big_4,https://www.rottentomatoes.com/tv/the_big_4_2023,https://www.rottentomatoes.com/tv/the_big_4
tv,the_billionaire_the_butler_and_the_boyfriend,2023-11-19,m,2023,https://www.rottentomatoes.com/tv/the_billionaire_the_butler_and_the_boyfriend_2023,https://www.rottentomatoes.com/tv/the_billionaire_the_butler_and_the_boyfriend,https://www.rottentomatoes.com/m/the_billionaire_the_butler_and_the_boyfriend_2023,https://www.rottentomatoes.com/m/the_billionaire_the_butler_and_the_boyfriend
m,the_black_book,2023-10-08,tv,2023,https://www.rottentomatoes.com/m/the_black_book_2023,https://www.rottentomatoes.com/m/the_black_book,https://www.rottentomatoes.com/tv/the_black_book_2023,https://www.rottentomatoes.com/tv/the_black_book
m,the_bombardment,2022-03-27,tv,2022,https://www.rottentomatoes.com/m/the_bombardment_2022,https://www.rottentomatoes.com/m/the_bombardment,https://www.rottentomatoes.com/tv/the_bombardment_2022,https://www.rottentomatoes.com/tv/the_bombardment
m,the_boss_baby,2023-09-17,tv,2023,https://www.rottentomatoes.com/m/the_boss_baby_2023,https://www.rottentomatoes.com/m/the_boss_baby,https://www.rottentomatoes.com/tv/the_boss_baby_2023,https://www.rottentomatoes.com/tv/the_boss_baby
tv,the_boss_baby_back_in_the_crib,2022-06-05,m,2022,https://www.rottentomatoes.com/tv/the_boss_baby_back_in_the_crib_2022,https://www.rottentomatoes.com/tv/the_boss_baby_back_in_the_crib,https://www.rottentomatoes.com/m/the_boss_baby_back_in_the_crib_2022,https://www.rottentomatoes.com/m/the_boss_baby_back_in_the_crib
m,the_boss_baby_christmas_bonus,2022-12-11,tv,2022,https://www.rottentomatoes.com/m/the_boss_baby_christmas_bonus_2022,https://www.rottentomatoes.com/m/the_boss_baby_christmas_bonus,https://www.rottentomatoes.com/tv/the_boss_baby_christmas_bonus_2022,https://www.rottentomatoes.com/tv/the_boss_baby_christmas_bonus
m,the_boss_baby_family_business,2023-12-31,tv,2023,https://www.rottentomatoes.com/m/the_boss_baby_family_business_2023,https://www.rottentomatoes.com/m/the_boss_baby_family_business,https://www.rottentomatoes.com/tv/the_boss_baby_family_business_2023,https://www.rottentomatoes.com/tv/the_boss_baby_family_business
m,the_bourne_legacy,2023-04-09,tv,2023,https://www.rottentomatoes.com/m/the_bourne_legacy_2023,https://www.rottentomatoes.com/m/the_bourne_legacy,https://www.rottentomatoes.com/tv/the_bourne_legacy_2023,https://www.rottentomatoes.com/tv/the_bourne_legacy
tv,the_brothers_sun,2024-02-04,m,2024,https://www.rottentomatoes.com/tv/the_brothers_sun_2024,https://www.rottentomatoes.com/tv/the_brothers_sun,https://www.rottentomatoes.com/m/the_brothers_sun_2024,https://www.rottentomatoes.com/m/the_brothers_sun
m,the_bubble,2022-04-10,tv,2022,https://www.rottentomatoes.com/m/the_bubble_2022,https://www.rottentomatoes.com/m/the_bubble,https://www.rottentomatoes.com/tv/the_bubble_2022,https://www.rottentomatoes.com/tv/the_bubble
m,the_burning_sea,2023-10-29,tv,2023,https://www.rottentomatoes.com/m/the_burning_sea_2023,https://www.rottentomatoes.com/m/the_burning_sea,https://www.rottentomatoes.com/tv/the_burning_sea_2023,https://www.rottentomatoes.com/tv/the_burning_sea
m,the_casagrandes_movie,2024-03-24,tv,2024,https://www.rottentomatoes.com/m/the_casagrandes_movie_2024,https://www.rottentomatoes.com/m/the_casagrandes_movie,https://www.rottentomatoes.com/tv/the_casagrandes_movie_2024,https://www.rottentomatoes.com/tv/the_casagrandes_movie
m,the_catholic_school,2022-09-25,tv,2022,https://www.rottentomatoes.com/m/the_catholic_school_2022,https://www.rottentomatoes.com/m/the_catholic_school,https://www.rottentomatoes.com/tv/the_catholic_school_2022,https://www.rottentomatoes.com/tv/the_catholic_school
tv,the_chair,2021-08-29,m,2021,https://www.rottentomatoes.com/tv/the_chair_2021,https://www.rottentomatoes.com/tv/the_chair,https://www.rottentomatoes.com/m/the_chair_2021,https://www.rottentomatoes.com/m/the_chair
m,the_chalk_line,2022-11-20,tv,2022,https://www.rottentomatoes.com/m/the_chalk_line_2022,https://www.rottentomatoes.com/m/the_chalk_line,https://www.rottentomatoes.com/tv/the_chalk_line_2022,https://www.rottentomatoes.com/tv/the_chalk_line
m,the_choice,2023-06-11,tv,2023,https://www.rottentomatoes.com/m/the_choice_2023,https://www.rottentomatoes.com/m/the_choice,https://www.rottentomatoes.com/tv/the_choice_2023,https://www.rottentomatoes.com/tv/the_choice
tv,the_chosen_one,2023-08-27,m,2023,https://www.rottentomatoes.com/tv/the_chosen_one_2023,https://www.rottentomatoes.com/tv/the_chosen_one,https://www.rottentomatoes.com/m/the_chosen_one_2023,https://www.rottentomatoes.com/m/the_chosen_one
m,the_christmas_chronicles_part_two,2022-12-25,tv,2022,https://www.rottentomatoes.com/m/the_christmas_chronicles_part_two_2022,https://www.rottentomatoes.com/m/the_christmas_chronicles_part_two,https://www.rottentomatoes.com/tv/the_christmas_chronicles_part_two_2022,https://www.rottentomatoes.com/tv/the_christmas_chronicles_part_two
tv,the_circle,2022-05-29,m,2022,https://www.rottentomatoes.com/tv/the_circle_2022,https://www.rottentomatoes.com/tv/the_circle,https://www.rottentomatoes.com/m/the_circle_2022,https://www.rottentomatoes.com/m/the_circle
m,the_claus_family,2021-12-12,tv,2021,https://www.rottentomatoes.com/m/the_claus_family_2021,https://www.rottentomatoes.com/m/the_claus_family,https://www.rottentomatoes.com/tv/the_claus_family_2021,https://www.rottentomatoes.com/tv/the_claus_family
m,the_claus_family_2,2022-11-20,tv,2022,https://www.rottentomatoes.com/m/the_claus_family_2_2022,https://www.rottentomatoes.com/m/the_claus_family_2,https://www.rottentomatoes.com/tv/the_claus_family_2_2022,https://www.rottentomatoes.com/tv/the_claus_family_2
m,the_claus_family_3,2023-11-19,tv,2023,https://www.rottentomatoes.com/m/the_claus_family_3_2023,https://www.rottentomatoes.com/m/the_claus_family_3,https://www.rottentomatoes.com/tv/the_claus_family_3_2023,https://www.rottentomatoes.com/tv/the_claus_family_3
m,the_clovehitch_killer,2022-01-16,tv,2022,https://www.rottentomatoes.com/m/the_clovehitch_killer_2022,https://www.rottentomatoes.com/m/the_clovehitch_killer,https://www.rottentomatoes.com/tv/the_clovehitch_killer_2022,https://www.rottentomatoes.com/tv/the_clovehitch_killer
tv,the_club,2021-11-14,m,2021,https://www.rottentomatoes.com/tv/the_club_2021,https://www.rottentomatoes.com/tv/the_club,https://www.rottentomatoes.com/m/the_club_2021,https://www.rottentomatoes.com/m/the_club
m,the_collini_case,2021-11-14,tv,2021,https://www.rottentomatoes.com/m/the_collini_case_2021,https://www.rottentomatoes.com/m/the_collini_case,https://www.rottentomatoes.com/tv/the_collini_case_2021,https://www.rottentomatoes.com/tv/the_collini_case
m,the_company_men,2023-06-11,tv,2023,https://www.rottentomatoes.com/m/the_company_men_2023,https://www.rottentomatoes.com/m/the_company_men,https://www.rottentomatoes.com/tv/the_company_men_2023,https://www.rottentomatoes.com/tv/the_company_men
m,the_condemned,2023-03-05,tv,2023,https://www.rottentomatoes.com/m/the_condemned_2023,https://www.rottentomatoes.com/m/the_condemned,https://www.rottentomatoes.com/tv/the_condemned_2023,https://www.rottentomatoes.com/tv/the_condemned
m,the_conference,2023-10-22,tv,2023,https://www.rottentomatoes.com/m/the_conference_2023,https://www.rottentomatoes.com/m/the_conference,https://www.rottentomatoes.com/tv/the_conference_2023,https://www.rottentomatoes.com/tv/the_conference
tv,the_cook_of_castamar,2021-08-29,m,2021,https://www.rottentomatoes.com/tv/the_cook_of_castamar_2021,https://www.rottentomatoes.com/tv/the_cook_of_castamar,https://www.rottentomatoes.com/m/the_cook_of_castamar_2021,https://www.rottentomatoes.com/m/the_cook_of_castamar
tv,the_creature_cases,2022-05-01,m,2022,https://www.rottentomatoes.com/tv/the_creature_cases_2022,https://www.rottentomatoes.com/tv/the_creature_cases,https://www.rottentomatoes.com/m/the_creature_cases_2022,https://www.rottentomatoes.com/m/the_creature_cases
m,the_croods,2024-01-14,tv,2024,https://www.rottentomatoes.com/m/the_croods_2024,https://www.rottentomatoes.com/m/the_croods,https://www.rottentomatoes.com/tv/the_croods_2024,https://www.rottentomatoes.com/tv/the_croods
m,the_croods_a_new_age,2023-10-01,tv,2023,https://www.rottentomatoes.com/m/the_croods_a_new_age_2023,https://www.rottentomatoes.com/m/the_croods_a_new_age,https://www.rottentomatoes.com/tv/the_croods_a_new_age_2023,https://www.rottentomatoes.com/tv/the_croods_a_new_age
tv,the_cuphead_show,2022-03-06,m,2022,https://www.rottentomatoes.com/tv/the_cuphead_show_2022,https://www.rottentomatoes.com/tv/the_cuphead_show,https://www.rottentomatoes.com/m/the_cuphead_show_2022,https://www.rottentomatoes.com/m/the_cuphead_show
m,the_curse_of_bridge_hollow,2022-11-06,tv,2022,https://www.rottentomatoes.com/m/the_curse_of_bridge_hollow_2022,https://www.rottentomatoes.com/m/the_curse_of_bridge_hollow,https://www.rottentomatoes.com/tv/the_curse_of_bridge_hollow_2022,https://www.rottentomatoes.com/tv/the_curse_of_bridge_hollow
m,the_dark_knight_rises,2022-07-10,tv,2022,https://www.rottentomatoes.com/m/the_dark_knight_rises_2022,https://www.rottentomatoes.com/m/the_dark_knight_rises,https://www.rottentomatoes.com/tv/the_dark_knight_rises_2022,https://www.rottentomatoes.com/tv/the_dark_knight_rises
m,the_dead_dont_die,2022-03-27,tv,2022,https://www.rottentomatoes.com/m/the_dead_dont_die_2022,https://www.rottentomatoes.com/m/the_dead_dont_die,https://www.rottentomatoes.com/tv/the_dead_dont_die_2022,https://www.rottentomatoes.com/tv/the_dead_dont_die
m,the_deep_end_of_the_ocean,2023-05-14,tv,2023,https://www.rottentomatoes.com/m/the_deep_end_of_the_ocean_2023,https://www.rottentomatoes.com/m/the_deep_end_of_the_ocean,https://www.rottentomatoes.com/tv/the_deep_end_of_the_ocean_2023,https://www.rottentomatoes.com/tv/the_deep_end_of_the_ocean
m,the_deep_house,2023-09-24,tv,2023,https://www.rottentomatoes.com/m/the_deep_house_2023,https://www.rottentomatoes.com/m/the_deep_house,https://www.rottentomatoes.com/tv/the_deep_house_2023,https://www.rottentomatoes.com/tv/the_deep_house
m,the_deepest_breath,2023-07-30,tv,2023,https://www.rottentomatoes.com/m/the_deepest_breath_2023,https://www.rottentomatoes.com/m/the_deepest_breath,https://www.rottentomatoes.com/tv/the_deepest_breath_2023,https://www.rottentomatoes.com/tv/the_deepest_breath
m,the_devil_wears_prada,2024-02-18,tv,2024,https://www.rottentomatoes.com/m/the_devil_wears_prada_2024,https://www.rottentomatoes.com/m/the_devil_wears_prada,https://www.rottentomatoes.com/tv/the_devil_wears_prada_2024,https://www.rottentomatoes.com/tv/the_devil_wears_prada
m,the_devil_on_trial,2023-10-22,tv,2023,https://www.rottentomatoes.com/m/the_devil_on_trial_2023,https://www.rottentomatoes.com/m/the_devil_on_trial,https://www.rottentomatoes.com/tv/the_devil_on_trial_2023,https://www.rottentomatoes.com/tv/the_devil_on_trial
tv,the_devils_plan,2023-10-08,m,2023,https://www.rottentomatoes.com/tv/the_devils_plan_2023,https://www.rottentomatoes.com/tv/the_devils_plan,https://www.rottentomatoes.com/m/the_devils_plan_2023,https://www.rottentomatoes.com/m/the_devils_plan
m,the_dilemma,2023-05-07,tv,2023,https://www.rottentomatoes.com/m/the_dilemma_2023,https://www.rottentomatoes.com/m/the_dilemma,https://www.rottentomatoes.com/tv/the_dilemma_2023,https://www.rottentomatoes.com/tv/the_dilemma
tv,the_diplomat,2023-05-14,m,2023,https://www.rottentomatoes.com/tv/the_diplomat_2023,https://www.rottentomatoes.com/tv/the_diplomat,https://www.rottentomatoes.com/m/the_diplomat_2023,https://www.rottentomatoes.com/m/the_diplomat
tv,the_empress,2022-10-30,m,2022,https://www.rottentomatoes.com/tv/the_empress_2022,https://www.rottentomatoes.com/tv/the_empress,https://www.rottentomatoes.com/m/the_empress_2022,https://www.rottentomatoes.com/m/the_empress
tv,the_endless_night,2023-02-05,m,2023,https://www.rottentomatoes.com/tv/the_endless_night_2023,https://www.rottentomatoes.com/tv/the_endless_night,https://www.rottentomatoes.com/m/the_endless_night_2023,https://www.rottentomatoes.com/m/the_endless_night
m,the_entitled,2022-08-07,tv,2022,https://www.rottentomatoes.com/m/the_entitled_2022,https://www.rottentomatoes.com/m/the_entitled,https://www.rottentomatoes.com/tv/the_entitled_2022,https://www.rottentomatoes.com/tv/the_entitled
m,the_equalizer_2,2021-09-19,tv,2021,https://www.rottentomatoes.com/m/the_equalizer_2_2021,https://www.rottentomatoes.com/m/the_equalizer_2,https://www.rottentomatoes.com/tv/the_equalizer_2_2021,https://www.rottentomatoes.com/tv/the_equalizer_2
m,the_equalizer_3,2024-01-21,tv,2024,https://www.rottentomatoes.com/m/the_equalizer_3_2024,https://www.rottentomatoes.com/m/the_equalizer_3,https://www.rottentomatoes.com/tv/the_equalizer_3_2024,https://www.rottentomatoes.com/tv/the_equalizer_3
tv,the_fall_of_the_house_of_usher,2023-11-05,m,2023,https://www.rottentomatoes.com/tv/the_fall_of_the_house_of_usher_2023,https://www.rottentomatoes.com/tv/the_fall_of_the_house_of_usher,https://www.rottentomatoes.com/m/the_fall_of_the_house_of_usher_2023,https://www.rottentomatoes.com/m/the_fall_of_the_house_of_usher
tv,the_fame_game,2022-03-06,m,2022,https://www.rottentomatoes.com/tv/the_fame_game_2022,https://www.rottentomatoes.com/tv/the_fame_game,https://www.rottentomatoes.com/m/the_fame_game_2022,https://www.rottentomatoes.com/m/the_fame_game
m,the_fast_and_the_furious,2023-12-10,tv,2023,https://www.rottentomatoes.com/m/the_fast_and_the_furious_2023,https://www.rottentomatoes.com/m/the_fast_and_the_furious,https://www.rottentomatoes.com/tv/the_fast_and_the_furious_2023,https://www.rottentomatoes.com/tv/the_fast_and_the_furious
m,the_fate_of_the_furious,2023-12-10,tv,2023,https://www.rottentomatoes.com/m/the_fate_of_the_furious_2023,https://www.rottentomatoes.com/m/the_fate_of_the_furious,https://www.rottentomatoes.com/tv/the_fate_of_the_furious_2023,https://www.rottentomatoes.com/tv/the_fate_of_the_furious
m,the_father,2023-05-07,tv,2023,https://www.rottentomatoes.com/m/the_father_2023,https://www.rottentomatoes.com/m/the_father,https://www.rottentomatoes.com/tv/the_father_2023,https://www.rottentomatoes.com/tv/the_father
m,the_father_who_moves_mountains,2021-10-03,tv,2021,https://www.rottentomatoes.com/m/the_father_who_moves_mountains_2021,https://www.rottentomatoes.com/m/the_father_who_moves_mountains,https://www.rottentomatoes.com/tv/the_father_who_moves_mountains_2021,https://www.rottentomatoes.com/tv/the_father_who_moves_mountains
m,the_favourite,2024-01-28,tv,2024,https://www.rottentomatoes.com/m/the_favourite_2024,https://www.rottentomatoes.com/m/the_favourite,https://www.rottentomatoes.com/tv/the_favourite_2024,https://www.rottentomatoes.com/tv/the_favourite
m,the_festival_of_troubadours,2022-09-11,tv,2022,https://www.rottentomatoes.com/m/the_festival_of_troubadours_2022,https://www.rottentomatoes.com/m/the_festival_of_troubadours,https://www.rottentomatoes.com/tv/the_festival_of_troubadours_2022,https://www.rottentomatoes.com/tv/the_festival_of_troubadours
m,the_figo_affair_the_transfer_that_changed_football,2022-09-04,tv,2022,https://www.rottentomatoes.com/m/the_figo_affair_the_transfer_that_changed_football_2022,https://www.rottentomatoes.com/m/the_figo_affair_the_transfer_that_changed_football,https://www.rottentomatoes.com/tv/the_figo_affair_the_transfer_that_changed_football_2022,https://www.rottentomatoes.com/tv/the_figo_affair_the_transfer_that_changed_football
tv,the_five_juanas,2021-11-14,m,2021,https://www.rottentomatoes.com/tv/the_five_juanas_2021,https://www.rottentomatoes.com/tv/the_five_juanas,https://www.rottentomatoes.com/m/the_five_juanas_2021,https://www.rottentomatoes.com/m/the_five_juanas
m,the_forever_purge,2024-01-21,tv,2024,https://www.rottentomatoes.com/m/the_forever_purge_2024,https://www.rottentomatoes.com/m/the_forever_purge,https://www.rottentomatoes.com/tv/the_forever_purge_2024,https://www.rottentomatoes.com/tv/the_forever_purge
m,the_four_of_us,2021-10-31,tv,2021,https://www.rottentomatoes.com/m/the_four_of_us_2021,https://www.rottentomatoes.com/m/the_four_of_us,https://www.rottentomatoes.com/tv/the_four_of_us_2021,https://www.rottentomatoes.com/tv/the_four_of_us
m,the_getaway_king,2022-05-15,tv,2022,https://www.rottentomatoes.com/m/the_getaway_king_2022,https://www.rottentomatoes.com/m/the_getaway_king,https://www.rottentomatoes.com/tv/the_getaway_king_2022,https://www.rottentomatoes.com/tv/the_getaway_king
m,the_ghost,2022-11-06,tv,2022,https://www.rottentomatoes.com/m/the_ghost_2022,https://www.rottentomatoes.com/m/the_ghost,https://www.rottentomatoes.com/tv/the_ghost_2022,https://www.rottentomatoes.com/tv/the_ghost
m,the_girl_next_door,2021-08-22,tv,2021,https://www.rottentomatoes.com/m/the_girl_next_door_2021,https://www.rottentomatoes.com/m/the_girl_next_door,https://www.rottentomatoes.com/tv/the_girl_next_door_2021,https://www.rottentomatoes.com/tv/the_girl_next_door
tv,the_girl_from_oslo,2022-01-02,m,2022,https://www.rottentomatoes.com/tv/the_girl_from_oslo_2022,https://www.rottentomatoes.com/tv/the_girl_from_oslo,https://www.rottentomatoes.com/m/the_girl_from_oslo_2022,https://www.rottentomatoes.com/m/the_girl_from_oslo
tv,the_girl_in_the_mirror,2022-08-28,m,2022,https://www.rottentomatoes.com/tv/the_girl_in_the_mirror_2022,https://www.rottentomatoes.com/tv/the_girl_in_the_mirror,https://www.rottentomatoes.com/m/the_girl_in_the_mirror_2022,https://www.rottentomatoes.com/m/the_girl_in_the_mirror
m,the_girl_in_the_spiders_web,2021-11-07,tv,2021,https://www.rottentomatoes.com/m/the_girl_in_the_spiders_web_2021,https://www.rottentomatoes.com/m/the_girl_in_the_spiders_web,https://www.rottentomatoes.com/tv/the_girl_in_the_spiders_web_2021,https://www.rottentomatoes.com/tv/the_girl_in_the_spiders_web
tv,the_glory,2023-04-30,m,2023,https://www.rottentomatoes.com/tv/the_glory_2023,https://www.rottentomatoes.com/tv/the_glory,https://www.rottentomatoes.com/m/the_glory_2023,https://www.rottentomatoes.com/m/the_glory
tv,the_golden_hour,2023-12-31,m,2023,https://www.rottentomatoes.com/tv/the_golden_hour_2023,https://www.rottentomatoes.com/tv/the_golden_hour,https://www.rottentomatoes.com/m/the_golden_hour_2023,https://www.rottentomatoes.com/m/the_golden_hour
tv,the_good_bad_mother,2023-06-18,m,2023,https://www.rottentomatoes.com/tv/the_good_bad_mother_2023,https://www.rottentomatoes.com/tv/the_good_bad_mother,https://www.rottentomatoes.com/m/the_good_bad_mother_2023,https://www.rottentomatoes.com/m/the_good_bad_mother
tv,the_good_doctor,2021-08-22,m,2021,https://www.rottentomatoes.com/tv/the_good_doctor_2021,https://www.rottentomatoes.com/tv/the_good_doctor,https://www.rottentomatoes.com/m/the_good_doctor_2021,https://www.rottentomatoes.com/m/the_good_doctor
m,the_good_nurse,2022-11-20,tv,2022,https://www.rottentomatoes.com/m/the_good_nurse_2022,https://www.rottentomatoes.com/m/the_good_nurse,https://www.rottentomatoes.com/tv/the_good_nurse_2022,https://www.rottentomatoes.com/tv/the_good_nurse
m,the_gray_man,2022-09-04,tv,2022,https://www.rottentomatoes.com/m/the_gray_man_2022,https://www.rottentomatoes.com/m/the_gray_man,https://www.rottentomatoes.com/tv/the_gray_man_2022,https://www.rottentomatoes.com/tv/the_gray_man
tv,the_great_british_baking_show,2023-10-15,m,2023,https://www.rottentomatoes.com/tv/the_great_british_baking_show_2023,https://www.rottentomatoes.com/tv/the_great_british_baking_show,https://www.rottentomatoes.com/m/the_great_british_baking_show_2023,https://www.rottentomatoes.com/m/the_great_british_baking_show
tv,the_great_robbery_of_brazils_central_bank,2022-03-20,m,2022,https://www.rottentomatoes.com/tv/the_great_robbery_of_brazils_central_bank_2022,https://www.rottentomatoes.com/tv/the_great_robbery_of_brazils_central_bank,https://www.rottentomatoes.com/m/the_great_robbery_of_brazils_central_bank_2022,https://www.rottentomatoes.com/m/the_great_robbery_of_brazils_central_bank
m,the_great_seduction,2023-09-24,tv,2023,https://www.rottentomatoes.com/m/the_great_seduction_2023,https://www.rottentomatoes.com/m/the_great_seduction,https://www.rottentomatoes.com/tv/the_great_seduction_2023,https://www.rottentomatoes.com/tv/the_great_seduction
m,the_great_wall,2023-05-28,tv,2023,https://www.rottentomatoes.com/m/the_great_wall_2023,https://www.rottentomatoes.com/m/the_great_wall,https://www.rottentomatoes.com/tv/the_great_wall_2023,https://www.rottentomatoes.com/tv/the_great_wall
m,the_greatest_night_in_pop,2024-02-11,tv,2024,https://www.rottentomatoes.com/m/the_greatest_night_in_pop_2024,https://www.rottentomatoes.com/m/the_greatest_night_in_pop,https://www.rottentomatoes.com/tv/the_greatest_night_in_pop_2024,https://www.rottentomatoes.com/tv/the_greatest_night_in_pop
m,the_guide_to_the_perfect_family,2021-07-25,tv,2021,https://www.rottentomatoes.com/m/the_guide_to_the_perfect_family_2021,https://www.rottentomatoes.com/m/the_guide_to_the_perfect_family,https://www.rottentomatoes.com/tv/the_guide_to_the_perfect_family_2021,https://www.rottentomatoes.com/tv/the_guide_to_the_perfect_family
m,the_guilty,2021-10-24,tv,2021,https://www.rottentomatoes.com/m/the_guilty_2021,https://www.rottentomatoes.com/m/the_guilty,https://www.rottentomatoes.com/tv/the_guilty_2021,https://www.rottentomatoes.com/tv/the_guilty
m,the_hangover_part_iii,2023-03-05,tv,2023,https://www.rottentomatoes.com/m/the_hangover_part_iii_2023,https://www.rottentomatoes.com/m/the_hangover_part_iii,https://www.rottentomatoes.com/tv/the_hangover_part_iii_2023,https://www.rottentomatoes.com/tv/the_hangover_part_iii
m,the_harder_they_fall,2021-11-21,tv,2021,https://www.rottentomatoes.com/m/the_harder_they_fall_2021,https://www.rottentomatoes.com/m/the_harder_they_fall,https://www.rottentomatoes.com/tv/the_harder_they_fall_2021,https://www.rottentomatoes.com/tv/the_harder_they_fall
